Time;R1;R2;R3;R4;R5;R6;R7;R8;R9;R10;R11;R12;R13;R14;R15;R16;R17;Humidity;Temperature
11141.0;14288.0;24216.0;15360.0;26433.0;5511.0;44422.0;44709.0;27270.0;7.33;42.49;;;;;;;;;
11142.0;14346.0;24298.0;15431.0;26386.0;5441.0;44434.0;44791.0;27226.0;7.33;42.49;;;;;;;;;
11143.0;14297.0;24345.0;15348.0;26379.0;5494.0;44424.0;44827.0;27286.0;7.33;42.5;;;;;;;;;
11144.0;14268.0;24219.0;15380.0;26374.0;5494.0;44374.0;44687.0;27241.0;7.33;42.49;;;;;;;;;
11145.0;14328.0;24188.0;15386.0;26360.0;5436.0;44358.0;44720.0;27293.0;7.33;42.49;;;;;;;;;
11146.0;14253.0;24290.0;15419.0;26451.0;5484.0;44421.0;44776.0;27261.0;7.33;42.49;;;;;;;;;
11147.0;14305.0;24272.0;15355.0;26354.0;5421.0;44421.0;44727.0;27204.0;7.33;42.49;;;;;;;;;
11148.0;14314.0;24270.0;15385.0;26384.0;5445.0;44452.0;44798.0;27272.0;7.33;42.5;;;;;;;;;
11149.0;14258.0;24211.0;15339.0;26378.0;5486.0;44497.0;44739.0;27259.0;7.33;42.49;;;;;;;;;
11150.0;14342.0;24245.0;15370.0;26430.0;5559.0;44460.0;44874.0;27252.0;7.33;42.49;;;;;;;;;
11151.0;14269.0;24284.0;15381.0;26390.0;5472.0;44447.0;44770.0;27267.0;7.29;42.48;;;;;;;;;
11152.0;14247.0;24237.0;15370.0;26370.0;5486.0;44396.0;44767.0;27230.0;7.33;42.49;;;;;;;;;
11153.0;14298.0;24229.0;15366.0;26340.0;5411.0;44346.0;44797.0;27197.0;7.33;42.49;;;;;;;;;
11154.0;14295.0;24211.0;15467.0;26467.0;5508.0;44446.0;44775.0;27252.0;7.25;42.49;;;;;;;;;
11155.0;14316.0;24304.0;15402.0;26370.0;5497.0;44430.0;44768.0;27279.0;7.33;42.48;;;;;;;;;
11156.0;14202.0;24210.0;15298.0;26442.0;5448.0;44455.0;44741.0;27235.0;7.33;42.49;;;;;;;;;
11157.0;14289.0;24288.0;15427.0;26376.0;5520.0;44426.0;44687.0;27182.0;7.33;42.49;;;;;;;;;
11158.0;14334.0;24245.0;15338.0;26389.0;5475.0;44413.0;44790.0;27273.0;7.33;42.5;;;;;;;;;
11159.0;14257.0;24229.0;15472.0;26420.0;5546.0;44462.0;44737.0;27274.0;7.33;42.49;;;;;;;;;
11160.0;14276.0;24196.0;15337.0;26366.0;5579.0;44352.0;44776.0;27160.0;7.29;42.49;;;;;;;;;
11161.0;14336.0;24243.0;15417.0;26389.0;5561.0;44402.0;44736.0;27262.0;7.33;42.49;;;;;;;;;
11162.0;14352.0;24263.0;15348.0;26296.0;5419.0;44416.0;44786.0;27196.0;7.25;42.49;;;;;;;;;
11163.0;14300.0;24249.0;15405.0;26386.0;5439.0;44384.0;44770.0;27197.0;7.33;42.49;;;;;;;;;
11164.0;14294.0;24213.0;15396.0;26378.0;5465.0;44345.0;44777.0;27277.0;7.29;42.49;;;;;;;;;
11165.0;14325.0;24227.0;15378.0;26375.0;5430.0;44319.0;44828.0;27210.0;7.25;42.49;;;;;;;;;
11166.0;14312.0;24222.0;15357.0;26370.0;5560.0;44308.0;44735.0;27160.0;7.33;42.49;;;;;;;;;
11167.0;14294.0;24282.0;15389.0;26442.0;5520.0;44293.0;44836.0;27128.0;7.33;42.49;;;;;;;;;
11168.0;14354.0;24273.0;15378.0;26368.0;5483.0;44215.0;44804.0;27126.0;7.25;42.48;;;;;;;;;
11169.0;14382.0;24270.0;15338.0;26384.0;5529.0;44267.0;44922.0;27104.0;7.33;42.49;;;;;;;;;
11170.0;14300.0;24226.0;15329.0;26356.0;5521.0;44242.0;44818.0;26988.0;7.25;42.49;;;;;;;;;
11171.0;14432.0;24269.0;15354.0;26466.0;5476.0;44143.0;44815.0;26944.0;7.25;42.5;;;;;;;;;
11172.0;14435.0;24225.0;15387.0;26351.0;5487.0;44148.0;44871.0;26919.0;7.33;42.51;;;;;;;;;
11173.0;14459.0;24234.0;15311.0;26297.0;5533.0;44107.0;44857.0;26907.0;7.33;42.5;;;;;;;;;
11174.0;14409.0;24232.0;15320.0;26322.0;5466.0;44024.0;44861.0;26842.0;7.25;42.5;;;;;;;;;
11175.0;14477.0;24218.0;15296.0;26359.0;5547.0;44090.0;44932.0;26866.0;7.33;42.5;;;;;;;;;
11176.0;14547.0;24285.0;15364.0;26362.0;5546.0;43991.0;44884.0;26781.0;7.25;42.49;;;;;;;;;
11177.0;14545.0;24214.0;15339.0;26338.0;5456.0;43873.0;44944.0;26744.0;7.25;42.49;;;;;;;;;
11178.0;14560.0;24208.0;15327.0;26329.0;5412.0;43867.0;44952.0;26693.0;7.25;42.48;;;;;;;;;
11179.0;14559.0;24242.0;15317.0;26254.0;5477.0;43781.0;44977.0;26603.0;7.25;42.49;;;;;;;;;
11180.0;14499.0;24324.0;15361.0;26333.0;5463.0;43798.0;44953.0;26620.0;7.29;42.5;;;;;;;;;
11181.0;14646.0;24252.0;15380.0;26358.0;5515.0;43759.0;44955.0;26573.0;7.25;42.49;;;;;;;;;
11182.0;14595.0;24240.0;15390.0;26297.0;5443.0;43739.0;45014.0;26488.0;7.25;42.49;;;;;;;;;
11183.0;14672.0;24230.0;15366.0;26274.0;5472.0;43670.0;44991.0;26487.0;7.25;42.49;;;;;;;;;
11184.0;14712.0;24331.0;15339.0;26249.0;5487.0;43593.0;44890.0;26436.0;7.33;42.49;;;;;;;;;
11185.0;14684.0;24299.0;15368.0;26317.0;5478.0;43539.0;44955.0;26292.0;7.29;42.49;;;;;;;;;
11186.0;14789.0;24266.0;15379.0;26355.0;5503.0;43574.0;45039.0;26328.0;7.25;42.5;;;;;;;;;
11187.0;14765.0;24210.0;15371.0;26362.0;5506.0;43467.0;44988.0;26254.0;7.33;42.48;;;;;;;;;
11188.0;14830.0;24285.0;15374.0;26295.0;5516.0;43369.0;45004.0;26219.0;7.25;42.49;;;;;;;;;
11189.0;14741.0;24221.0;15362.0;26318.0;5484.0;43359.0;45008.0;26145.0;7.25;42.5;;;;;;;;;
11190.0;14828.0;24250.0;15348.0;26364.0;5465.0;43294.0;44997.0;26111.0;7.33;42.48;;;;;;;;;
11191.0;14873.0;24232.0;15389.0;26326.0;5486.0;43170.0;45056.0;26126.0;7.25;42.49;;;;;;;;;
11192.0;14858.0;24245.0;15406.0;26330.0;5377.0;43105.0;45032.0;26107.0;7.25;42.5;;;;;;;;;
11193.0;14871.0;24250.0;15428.0;26315.0;5462.0;43164.0;45050.0;25954.0;7.25;42.5;;;;;;;;;
11194.0;14891.0;24329.0;15445.0;26337.0;5504.0;43099.0;45011.0;25914.0;7.33;42.51;;;;;;;;;
11195.0;14906.0;24290.0;15428.0;26277.0;5430.0;43070.0;45028.0;25881.0;7.33;42.5;;;;;;;;;
11196.0;14910.0;24201.0;15456.0;26290.0;5447.0;42969.0;45039.0;25863.0;7.26;42.51;;;;;;;;;
11197.0;14892.0;24262.0;15373.0;26302.0;5415.0;42994.0;45028.0;25885.0;7.26;42.51;;;;;;;;;
11198.0;14904.0;24304.0;15385.0;26328.0;5428.0;42897.0;45104.0;25810.0;7.25;42.5;;;;;;;;;
11199.0;15021.0;24280.0;15472.0;26302.0;5489.0;42819.0;45107.0;25733.0;7.25;42.5;;;;;;;;;
11200.0;14978.0;24329.0;15464.0;26316.0;5446.0;42776.0;45180.0;25752.0;7.25;42.5;;;;;;;;;
11201.0;14960.0;24263.0;15385.0;26327.0;5401.0;42631.0;45137.0;25720.0;7.25;42.5;;;;;;;;;
11202.0;14986.0;24309.0;15421.0;26318.0;5384.0;42633.0;45096.0;25665.0;7.25;42.5;;;;;;;;;
11203.0;15001.0;24209.0;15376.0;26321.0;5398.0;42703.0;45125.0;25692.0;7.33;42.51;;;;;;;;;
11204.0;14970.0;24252.0;15431.0;26307.0;5404.0;42546.0;45114.0;25455.0;7.26;42.51;;;;;;;;;
11205.0;15033.0;24289.0;15382.0;26296.0;5378.0;42546.0;45113.0;25436.0;7.26;42.51;;;;;;;;;
11206.0;15023.0;24216.0;15426.0;26306.0;5496.0;42486.0;45159.0;25432.0;7.25;42.5;;;;;;;;;
11207.0;15042.0;24246.0;15446.0;26314.0;5447.0;42391.0;45152.0;25446.0;7.33;42.5;;;;;;;;;
11208.0;15041.0;24291.0;15390.0;26357.0;5457.0;42411.0;45178.0;25441.0;7.33;42.51;;;;;;;;;
11209.0;15003.0;24292.0;15445.0;26325.0;5506.0;42283.0;45166.0;25397.0;7.25;42.5;;;;;;;;;
11210.0;15114.0;24295.0;15426.0;26310.0;5406.0;42235.0;45160.0;25317.0;7.33;42.51;;;;;;;;;
11211.0;15113.0;24279.0;15469.0;26330.0;5444.0;42233.0;45153.0;25268.0;7.33;42.49;;;;;;;;;
11212.0;15075.0;24211.0;15478.0;26330.0;5483.0;42169.0;45247.0;25248.0;7.25;42.5;;;;;;;;;
11213.0;15138.0;24234.0;15490.0;26300.0;5358.0;42143.0;45216.0;25187.0;7.25;42.5;;;;;;;;;
11214.0;15130.0;24169.0;15371.0;26302.0;5364.0;42086.0;45216.0;25224.0;7.25;42.5;;;;;;;;;
11215.0;15104.0;24191.0;15468.0;26383.0;5413.0;41959.0;45190.0;25102.0;7.25;42.5;;;;;;;;;
11216.0;15136.0;24289.0;15413.0;26265.0;5419.0;41974.0;45215.0;25089.0;7.25;42.5;;;;;;;;;
11217.0;15097.0;24226.0;15444.0;26253.0;5380.0;41951.0;45253.0;25081.0;7.26;42.51;;;;;;;;;
11218.0;15071.0;24186.0;15462.0;26283.0;5415.0;41879.0;45122.0;25051.0;7.33;42.49;;;;;;;;;
11219.0;15194.0;24248.0;15552.0;26280.0;5420.0;41804.0;45218.0;24945.0;7.25;42.5;;;;;;;;;
11220.0;15188.0;24305.0;15506.0;26348.0;5409.0;41722.0;45207.0;25005.0;7.29;42.5;;;;;;;;;
11221.0;15194.0;24236.0;15449.0;26297.0;5440.0;41613.0;45254.0;24920.0;7.25;42.5;;;;;;;;;
11222.0;15243.0;24291.0;15446.0;26332.0;5404.0;41672.0;45244.0;24932.0;7.25;42.5;;;;;;;;;
11223.0;15208.0;24197.0;15516.0;26382.0;5395.0;41661.0;45187.0;24874.0;7.25;42.5;;;;;;;;;
11224.0;15228.0;24315.0;15403.0;26391.0;5476.0;41551.0;45231.0;24724.0;7.25;42.5;;;;;;;;;
11225.0;15207.0;24177.0;15587.0;26350.0;5401.0;41555.0;45196.0;24854.0;7.25;42.5;;;;;;;;;
11226.0;15188.0;24265.0;15584.0;26439.0;5395.0;41442.0;45206.0;24823.0;7.25;42.5;;;;;;;;;
11227.0;15232.0;24175.0;15506.0;26357.0;5402.0;41526.0;45252.0;24706.0;7.26;42.51;;;;;;;;;
11228.0;15262.0;24261.0;15481.0;26422.0;5402.0;41432.0;45239.0;24721.0;7.26;42.51;;;;;;;;;
11229.0;15284.0;24265.0;15498.0;26360.0;5395.0;41393.0;45247.0;24675.0;7.25;42.5;;;;;;;;;
11230.0;15239.0;24244.0;15464.0;26312.0;5446.0;41272.0;45260.0;24650.0;7.25;42.5;;;;;;;;;
11231.0;15225.0;24288.0;15499.0;26332.0;5399.0;41271.0;45273.0;24605.0;7.25;42.5;;;;;;;;;
11232.0;15259.0;24262.0;15535.0;26370.0;5445.0;41181.0;45287.0;24607.0;7.33;42.5;;;;;;;;;
11233.0;15332.0;24276.0;15581.0;26393.0;5437.0;41183.0;45303.0;24640.0;7.25;42.5;;;;;;;;;
11234.0;15301.0;24211.0;15625.0;26358.0;5408.0;41081.0;45198.0;24479.0;7.25;42.5;;;;;;;;;
11235.0;15308.0;24290.0;15627.0;26347.0;5349.0;41047.0;45289.0;24515.0;7.33;42.5;;;;;;;;;
11236.0;15235.0;24221.0;15536.0;26294.0;5404.0;41012.0;45287.0;24548.0;7.25;42.5;;;;;;;;;
11237.0;15351.0;24231.0;15533.0;26366.0;5423.0;40986.0;45245.0;24346.0;7.25;42.5;;;;;;;;;
11238.0;15372.0;24211.0;15603.0;26370.0;5439.0;40900.0;45233.0;24387.0;7.29;42.5;;;;;;;;;
11239.0;15333.0;24209.0;15563.0;26346.0;5347.0;40878.0;45192.0;24433.0;7.25;42.49;;;;;;;;;
11240.0;15297.0;24275.0;15557.0;26364.0;5349.0;40898.0;45247.0;24371.0;7.33;42.5;;;;;;;;;
11241.0;15374.0;24279.0;15565.0;26380.0;5423.0;40813.0;45233.0;24283.0;7.25;42.49;;;;;;;;;
11242.0;15379.0;24352.0;15567.0;26295.0;5322.0;40840.0;45306.0;24301.0;7.25;42.5;;;;;;;;;
11243.0;15425.0;24261.0;15625.0;26326.0;5383.0;40763.0;45257.0;24377.0;7.25;42.5;;;;;;;;;
11244.0;15417.0;24214.0;15576.0;26353.0;5386.0;40673.0;45350.0;24263.0;7.26;42.51;;;;;;;;;
11245.0;15333.0;24253.0;15658.0;26377.0;5287.0;40624.0;45281.0;24244.0;7.25;42.5;;;;;;;;;
11246.0;15448.0;24290.0;15622.0;26329.0;5350.0;40592.0;45263.0;24187.0;7.25;42.5;;;;;;;;;
11247.0;15386.0;24317.0;15624.0;26357.0;5371.0;40585.0;45289.0;24119.0;7.25;42.5;;;;;;;;;
11248.0;15384.0;24287.0;15623.0;26344.0;5471.0;40538.0;45343.0;24199.0;7.25;42.49;;;;;;;;;
11249.0;15417.0;24259.0;15659.0;26324.0;5393.0;40517.0;45309.0;24160.0;7.25;42.5;;;;;;;;;
11250.0;15450.0;24286.0;15611.0;26370.0;5325.0;40476.0;45367.0;24022.0;7.25;42.49;;;;;;;;;
11251.0;15391.0;24264.0;15539.0;26383.0;5337.0;40450.0;45285.0;24116.0;7.25;42.5;;;;;;;;;
11252.0;15393.0;24347.0;15672.0;26281.0;5415.0;40365.0;45313.0;24001.0;7.25;42.5;;;;;;;;;
11253.0;15388.0;24217.0;15663.0;26282.0;5392.0;40361.0;45261.0;23964.0;7.25;42.5;;;;;;;;;
11254.0;15407.0;24231.0;15668.0;26389.0;5456.0;40295.0;45286.0;23938.0;7.25;42.49;;;;;;;;;
11255.0;15464.0;24232.0;15625.0;26330.0;5358.0;40223.0;45331.0;23962.0;7.25;42.49;;;;;;;;;
11256.0;15356.0;24221.0;15756.0;26371.0;5446.0;40294.0;45272.0;23896.0;7.29;42.49;;;;;;;;;
11257.0;15437.0;24358.0;15719.0;26339.0;5345.0;40196.0;45350.0;23827.0;7.25;42.5;;;;;;;;;
11258.0;15497.0;24300.0;15672.0;26387.0;5386.0;40174.0;45253.0;23804.0;7.25;42.5;;;;;;;;;
11259.0;15468.0;24291.0;15674.0;26390.0;5360.0;40093.0;45315.0;23862.0;7.25;42.49;;;;;;;;;
11260.0;15479.0;24264.0;15683.0;26388.0;5375.0;40052.0;45282.0;23835.0;7.25;42.5;;;;;;;;;
11261.0;15486.0;24286.0;15758.0;26364.0;5385.0;39983.0;45301.0;23793.0;7.25;42.5;;;;;;;;;
11262.0;15468.0;24459.0;15663.0;26370.0;5392.0;39989.0;45355.0;23761.0;7.25;42.5;;;;;;;;;
11263.0;15440.0;24371.0;15735.0;26372.0;5370.0;39985.0;45327.0;23790.0;7.25;42.5;;;;;;;;;
11264.0;15443.0;24372.0;15778.0;26377.0;5441.0;39877.0;45288.0;23711.0;7.25;42.5;;;;;;;;;
11265.0;15480.0;24323.0;15705.0;26415.0;5360.0;39766.0;45353.0;23665.0;7.25;42.5;;;;;;;;;
11266.0;15454.0;24396.0;15763.0;26383.0;5399.0;39799.0;45267.0;23739.0;7.26;42.51;;;;;;;;;
11267.0;15546.0;24371.0;15714.0;26354.0;5407.0;39797.0;45290.0;23624.0;7.25;42.5;;;;;;;;;
11268.0;15429.0;24387.0;15748.0;26464.0;5303.0;39738.0;45361.0;23640.0;7.26;42.51;;;;;;;;;
11269.0;15496.0;24397.0;15722.0;26329.0;5380.0;39679.0;45360.0;23639.0;7.25;42.49;;;;;;;;;
11270.0;15558.0;24375.0;15695.0;26420.0;5374.0;39607.0;45383.0;23624.0;7.25;42.5;;;;;;;;;
11271.0;15457.0;24409.0;15777.0;26332.0;5348.0;39584.0;45344.0;23641.0;7.25;42.5;;;;;;;;;
11272.0;15555.0;24335.0;15735.0;26413.0;5344.0;39511.0;45277.0;23573.0;7.25;42.5;;;;;;;;;
11273.0;15502.0;24302.0;15787.0;26452.0;5329.0;39457.0;45343.0;23610.0;7.33;42.5;;;;;;;;;
11274.0;15445.0;24458.0;15715.0;26480.0;5326.0;39519.0;45357.0;23528.0;7.25;42.5;;;;;;;;;
11275.0;15489.0;24442.0;15736.0;26473.0;5360.0;39428.0;45352.0;23569.0;7.25;42.5;;;;;;;;;
11276.0;15482.0;24340.0;15771.0;26350.0;5290.0;39359.0;45322.0;23494.0;7.25;42.5;;;;;;;;;
11277.0;15533.0;24371.0;15751.0;26398.0;5323.0;39423.0;45350.0;23562.0;7.25;42.5;;;;;;;;;
11278.0;15549.0;24383.0;15742.0;26320.0;5342.0;39361.0;45308.0;23524.0;7.25;42.49;;;;;;;;;
11279.0;15524.0;24405.0;15749.0;26446.0;5322.0;39220.0;45362.0;23450.0;7.25;42.5;;;;;;;;;
11280.0;15451.0;24317.0;15767.0;26422.0;5375.0;39207.0;45268.0;23496.0;7.25;42.5;;;;;;;;;
11281.0;15525.0;24295.0;15844.0;26453.0;5337.0;39229.0;45385.0;23495.0;7.25;42.5;;;;;;;;;
11282.0;15544.0;24383.0;15826.0;26417.0;5342.0;39154.0;45412.0;23402.0;7.33;42.5;;;;;;;;;
11283.0;15524.0;24372.0;15818.0;26414.0;5361.0;39224.0;45377.0;23372.0;7.25;42.49;;;;;;;;;
11284.0;15544.0;24357.0;15767.0;26429.0;5340.0;39111.0;45383.0;23425.0;7.25;42.5;;;;;;;;;
11285.0;15542.0;24281.0;15854.0;26417.0;5340.0;39041.0;45345.0;23363.0;7.26;42.51;;;;;;;;;
11286.0;15475.0;24403.0;15863.0;26368.0;5348.0;39043.0;45377.0;23409.0;7.33;42.5;;;;;;;;;
11287.0;15511.0;24409.0;15748.0;26358.0;5364.0;38933.0;45329.0;23326.0;7.25;42.49;;;;;;;;;
11288.0;15568.0;24413.0;15895.0;26449.0;5386.0;38913.0;45396.0;23317.0;7.26;42.51;;;;;;;;;
11289.0;15590.0;24383.0;15859.0;26410.0;5365.0;38896.0;45435.0;23280.0;7.25;42.5;;;;;;;;;
11290.0;15521.0;24305.0;15822.0;26413.0;5304.0;38791.0;45346.0;23214.0;7.25;42.49;;;;;;;;;
11291.0;15561.0;24275.0;15857.0;26455.0;5366.0;38750.0;45438.0;23314.0;7.25;42.5;;;;;;;;;
11292.0;15584.0;24243.0;15791.0;26470.0;5354.0;38726.0;45350.0;23168.0;7.25;42.49;;;;;;;;;
11293.0;15548.0;24297.0;15818.0;26464.0;5321.0;38691.0;45341.0;23174.0;7.25;42.5;;;;;;;;;
11294.0;15545.0;24291.0;15893.0;26429.0;5402.0;38622.0;45357.0;23156.0;7.25;42.5;;;;;;;;;
11295.0;15551.0;24237.0;15858.0;26387.0;5416.0;38625.0;45430.0;23153.0;7.33;42.51;;;;;;;;;
11296.0;15563.0;24238.0;15870.0;26397.0;5267.0;38569.0;45405.0;23181.0;7.25;42.5;;;;;;;;;
11297.0;15614.0;24286.0;15865.0;26397.0;5344.0;38568.0;45408.0;23140.0;7.25;42.5;;;;;;;;;
11298.0;15518.0;24210.0;15827.0;26478.0;5349.0;38539.0;45294.0;23106.0;7.25;42.5;;;;;;;;;
11299.0;15582.0;24260.0;15882.0;26515.0;5292.0;38519.0;45379.0;23101.0;7.25;42.5;;;;;;;;;
11300.0;15584.0;24321.0;15822.0;26434.0;5309.0;38546.0;45351.0;23146.0;7.25;42.49;;;;;;;;;
11301.0;15645.0;24201.0;15912.0;26426.0;5310.0;38429.0;45357.0;23048.0;7.25;42.5;;;;;;;;;
11302.0;15502.0;24272.0;15973.0;26467.0;5312.0;38413.0;45394.0;23053.0;7.26;42.51;;;;;;;;;
11303.0;15624.0;24271.0;15883.0;26426.0;5411.0;38445.0;45422.0;23080.0;7.25;42.5;;;;;;;;;
11304.0;15581.0;24225.0;15845.0;26418.0;5252.0;38311.0;45348.0;23018.0;7.25;42.5;;;;;;;;;
11305.0;15542.0;24256.0;15915.0;26414.0;5318.0;38248.0;45442.0;23073.0;7.25;42.5;;;;;;;;;
11306.0;15528.0;24218.0;15914.0;26416.0;5350.0;38238.0;45349.0;23015.0;7.26;42.51;;;;;;;;;
11307.0;15622.0;24207.0;15985.0;26425.0;5342.0;38261.0;45416.0;22984.0;7.25;42.5;;;;;;;;;
11308.0;15539.0;24309.0;15916.0;26491.0;5346.0;38140.0;45397.0;23022.0;7.25;42.5;;;;;;;;;
11309.0;15487.0;24222.0;15869.0;26489.0;5373.0;38132.0;45392.0;22997.0;7.25;42.5;;;;;;;;;
11310.0;15581.0;24306.0;15954.0;26419.0;5302.0;38084.0;45354.0;22976.0;7.26;42.51;;;;;;;;;
11311.0;15637.0;24206.0;15875.0;26403.0;5325.0;38170.0;45426.0;22937.0;7.26;42.51;;;;;;;;;
11312.0;15617.0;24289.0;15929.0;26438.0;5345.0;38059.0;45363.0;22924.0;7.29;42.5;;;;;;;;;
11313.0;15623.0;24301.0;15925.0;26509.0;5320.0;37998.0;45360.0;22890.0;7.25;42.5;;;;;;;;;
11314.0;15608.0;24266.0;15961.0;26543.0;5295.0;37920.0;45430.0;22884.0;7.33;42.5;;;;;;;;;
11315.0;15635.0;24258.0;15970.0;26443.0;5312.0;37959.0;45398.0;22934.0;7.25;42.5;;;;;;;;;
11316.0;15576.0;24270.0;15905.0;26454.0;5354.0;37879.0;45364.0;22826.0;7.25;42.5;;;;;;;;;
11317.0;15563.0;24220.0;15892.0;26305.0;5259.0;37880.0;45357.0;22815.0;7.25;42.49;;;;;;;;;
11318.0;15593.0;24296.0;16019.0;26493.0;5278.0;37807.0;45388.0;22837.0;7.25;42.5;;;;;;;;;
11319.0;15692.0;24239.0;15971.0;26429.0;5365.0;37835.0;45417.0;22884.0;7.25;42.5;;;;;;;;;
11320.0;15589.0;24227.0;15959.0;26505.0;5334.0;37773.0;45333.0;22841.0;7.26;42.52;;;;;;;;;
11321.0;15615.0;24256.0;15945.0;26477.0;5334.0;37757.0;45395.0;22890.0;7.25;42.5;;;;;;;;;
11322.0;15596.0;24239.0;15987.0;26453.0;5272.0;37761.0;45384.0;22833.0;7.26;42.51;;;;;;;;;
11323.0;15634.0;24262.0;15991.0;26452.0;5257.0;37672.0;45350.0;22801.0;7.25;42.5;;;;;;;;;
11324.0;15643.0;24242.0;15939.0;26468.0;5311.0;37699.0;45413.0;22785.0;7.26;42.51;;;;;;;;;
11325.0;15612.0;24291.0;16002.0;26477.0;5290.0;37679.0;45388.0;22750.0;7.26;42.52;;;;;;;;;
11326.0;15605.0;24355.0;16001.0;26474.0;5289.0;37641.0;45356.0;22725.0;7.25;42.5;;;;;;;;;
11327.0;15602.0;24251.0;15905.0;26459.0;5306.0;37653.0;45385.0;22724.0;7.26;42.51;;;;;;;;;
11328.0;15629.0;24302.0;15978.0;26480.0;5269.0;37584.0;45427.0;22715.0;7.26;42.51;;;;;;;;;
11329.0;15576.0;24255.0;15993.0;26411.0;5327.0;37513.0;45369.0;22674.0;7.25;42.5;;;;;;;;;
11330.0;15562.0;24231.0;15953.0;26500.0;5306.0;37519.0;45442.0;22639.0;7.26;42.51;;;;;;;;;
11331.0;15644.0;24298.0;16057.0;26530.0;5335.0;37456.0;45393.0;22706.0;7.33;42.5;;;;;;;;;
11332.0;15651.0;24280.0;16048.0;26501.0;5313.0;37324.0;45428.0;22680.0;7.25;42.5;;;;;;;;;
11333.0;15666.0;24292.0;16088.0;26543.0;5278.0;37302.0;45382.0;22655.0;7.26;42.51;;;;;;;;;
11334.0;15629.0;24249.0;16001.0;26569.0;5361.0;37296.0;45367.0;22628.0;7.25;42.5;;;;;;;;;
11335.0;15657.0;24259.0;15979.0;26534.0;5311.0;37274.0;45480.0;22643.0;7.25;42.49;;;;;;;;;
11336.0;15665.0;24353.0;16072.0;26395.0;5237.0;37248.0;45395.0;22626.0;7.25;42.5;;;;;;;;;
11337.0;15590.0;24298.0;16069.0;26494.0;5249.0;37213.0;45342.0;22553.0;7.25;42.5;;;;;;;;;
11338.0;15600.0;24253.0;16105.0;26513.0;5272.0;37274.0;45444.0;22595.0;7.25;42.5;;;;;;;;;
11339.0;15640.0;24236.0;16097.0;26571.0;5242.0;37182.0;45448.0;22642.0;7.33;42.5;;;;;;;;;
11340.0;15644.0;24251.0;15997.0;26569.0;5280.0;37173.0;45438.0;22597.0;7.25;42.5;;;;;;;;;
11341.0;15705.0;24239.0;16068.0;26603.0;5306.0;37154.0;45449.0;22665.0;7.25;42.49;;;;;;;;;
11342.0;15637.0;24303.0;16095.0;26581.0;5246.0;37076.0;45442.0;22525.0;7.26;42.51;;;;;;;;;
11343.0;15731.0;24350.0;16066.0;26511.0;5289.0;37149.0;45438.0;22549.0;7.25;42.5;;;;;;;;;
11344.0;15613.0;24352.0;16175.0;26565.0;5340.0;37021.0;45422.0;22543.0;7.25;42.5;;;;;;;;;
11345.0;15660.0;24322.0;16105.0;26539.0;5273.0;37114.0;45393.0;22532.0;7.25;42.5;;;;;;;;;
11346.0;15663.0;24305.0;16030.0;26587.0;5303.0;37112.0;45410.0;22553.0;7.33;42.5;;;;;;;;;
11347.0;15685.0;24330.0;16139.0;26593.0;5353.0;36981.0;45524.0;22537.0;7.25;42.5;;;;;;;;;
11348.0;15629.0;24289.0;16183.0;26541.0;5323.0;36961.0;45453.0;22479.0;7.33;42.5;;;;;;;;;
11349.0;15668.0;24354.0;16141.0;26569.0;5295.0;36932.0;45496.0;22558.0;7.26;42.51;;;;;;;;;
11350.0;15687.0;24320.0;16161.0;26502.0;5295.0;36903.0;45345.0;22479.0;7.26;42.51;;;;;;;;;
11351.0;15739.0;24355.0;16191.0;26560.0;5226.0;36859.0;45431.0;22461.0;7.26;42.51;;;;;;;;;
11352.0;15645.0;24253.0;16084.0;26615.0;5242.0;36864.0;45473.0;22430.0;7.25;42.5;;;;;;;;;
11353.0;15673.0;24308.0;16129.0;26540.0;5270.0;36856.0;45472.0;22476.0;7.29;42.5;;;;;;;;;
11354.0;15701.0;24312.0;16208.0;26601.0;5316.0;36882.0;45454.0;22497.0;7.29;42.51;;;;;;;;;
11355.0;15625.0;24286.0;16200.0;26605.0;5304.0;36745.0;45457.0;22491.0;7.26;42.51;;;;;;;;;
11356.0;15658.0;24323.0;16170.0;26547.0;5265.0;36721.0;45482.0;22515.0;7.25;42.5;;;;;;;;;
11357.0;15625.0;24328.0;16114.0;26529.0;5245.0;36776.0;45432.0;22365.0;7.26;42.51;;;;;;;;;
11358.0;15639.0;24288.0;16122.0;26613.0;5326.0;36652.0;45410.0;22459.0;7.26;42.51;;;;;;;;;
11359.0;15645.0;24310.0;16149.0;26517.0;5191.0;36644.0;45403.0;22405.0;7.25;42.5;;;;;;;;;
11360.0;15679.0;24327.0;16135.0;26564.0;5305.0;36591.0;45383.0;22377.0;7.33;42.52;;;;;;;;;
11361.0;15617.0;24289.0;16148.0;26553.0;5290.0;36633.0;45421.0;22425.0;7.26;42.51;;;;;;;;;
11362.0;15682.0;24322.0;16187.0;26586.0;5276.0;36571.0;45368.0;22408.0;7.29;42.5;;;;;;;;;
11363.0;15673.0;24334.0;16194.0;26576.0;5272.0;36553.0;45412.0;22370.0;7.26;42.51;;;;;;;;;
11364.0;15668.0;24328.0;16180.0;26549.0;5301.0;36483.0;45293.0;22336.0;7.26;42.51;;;;;;;;;
